age,cefr,filename,gender,lang,num_tokens,testlevel,title,topic
27,B1/B2,h0247,kvinne,russisk,543,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
27,N/A,s0254,mann,albansk,215,Språkprøven,Gjenbruk,miljø 
35,N/A,h0556,mann,serbokroatisk,426,Høyere nivå,Leselyst,litteratur kultur 
36,N/A,h0005,kvinne,albansk,395,Høyere nivå,Et dikt av Einar Skjæraasen,litteratur dikt 
31,B1,s0441,kvinne,tysk,338,Språkprøven,Vennskap,folk relasjoner vennskap 
18,A2/B1,s0495,kvinne,russisk,310,Språkprøven,Vennskap,folk relasjoner vennskap 
42,N/A,s0386,mann,nederlandsk,328,Språkprøven,Framtida,tid 
26,A2/B1,s0895,kvinne,vietnamesisk,285,Språkprøven,En sport du liker,idrett/sport 
33,B2,h0328,kvinne,tysk,690,Høyere nivå,Mobiltelefonen,telefon 
25,B1,s0755,kvinne,polsk,310,Språkprøven,Viktige verdier i livet,verdier 
29,B1,s0763,kvinne,polsk,349,Språkprøven,Mobiltelefoner,telefon 
28,B1/B2,s0513,kvinne,russisk,334,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
39,N/A,s0023,kvinne,nederlandsk,341,Språkprøven,Bomiljø,bolig 
23,A2/B1,s0803,mann,somali,296,Språkprøven,En kjent person,folk biografi 
37,N/A,h0116,kvinne,nederlandsk,676,Høyere nivå,Likestilling mellom kjønnene,kjønn 
20,N/A,h2031,mann,bokmål,324,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
28,B2,s0733,kvinne,polsk,473,Språkprøven,Kultur og idrett,idrett/sport kultur 
26,B1,s0011,kvinne,engelsk,460,Språkprøven,Bomiljø,bolig 
21,N/A,s0792,mann,serbokroatisk,256,Språkprøven,Bomiljø,bolig 
27,B2,h0293,kvinne,tysk,728,Høyere nivå,Bilisme,bil trafikk 
24,N/A,s2027,mann,bokmål,389,Språkprøven,Spillemaskiner,-
25,N/A,h2065,kvinne,nynorsk,711,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
21,N/A,h2086,kvinne,bokmål,523,Høyere nivå,Organdonasjon,helse organ 
22,B1,s0538,kvinne,russisk,387,Språkprøven,En religion du kjenner,religion 
37,N/A,h0695,kvinne,serbokroatisk,725,Høyere nivå,Å være kjendis,folk 
34,N/A,h0173,kvinne,serbokroatisk,441,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
35,N/A,h0139,kvinne,serbokroatisk,369,Høyere nivå,Uføretrygd,velferd økonomi 
36,A2/B1,s0900,kvinne,vietnamesisk,260,Språkprøven,Likestilling,kjønn holdning 
23,A2/B1,s0089,kvinne,somali,257,Språkprøven,Å treffe andre mennesker,folk møte 
28,B1,s0697,kvinne,spansk,359,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
41,B2/C1,h0046,kvinne,polsk,460,Høyere nivå,Det norske monarkiet,norge styreform 
38,B1,s0519,kvinne,russisk,267,Språkprøven,Den norske naturen,natur norge 
35,N/A,h0356,kvinne,nederlandsk,423,Høyere nivå,Kommunevalget i Norge,politikk valg 
31,N/A,h0045,kvinne,nederlandsk,462,Høyere nivå,Det norske monarkiet,norge styreform 
19,N/A,s0941,kvinne,serbokroatisk,360,Språkprøven,Fjernsynsprogram for barn,barn tv 
46,A2/B1,s0052,kvinne,polsk,383,Språkprøven,Vennskap,folk relasjoner vennskap 
26,N/A,h2062,kvinne,bokmål,457,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
26,N/A,h0285,mann,serbokroatisk,422,Høyere nivå,Mobiltelefonen,telefon 
48,B1,s0864,mann,somali,408,Språkprøven,Framtida,tid 
34,N/A,h0044,kvinne,nederlandsk,383,Høyere nivå,Det norske monarkiet,norge styreform 
23,A2/B1,s0695,mann,somali,208,Språkprøven,Den norske naturen,natur norge 
20,A2,s0702,mann,tysk,264,Språkprøven,Den norske naturen,natur norge 
29,N/A,s0359,kvinne,nederlandsk,239,Språkprøven,Bolig og bosted,bolig 
30,B1,s0193,kvinne,engelsk,277,Språkprøven,Konkurranse,idrett/sport konkurranse 
42,B1/B2,h0079,kvinne,polsk,516,Høyere nivå,Å leve i store byer,bolig geografi 
41,C1,h0481,kvinne,engelsk,640,Høyere nivå,Leselyst,litteratur kultur 
43,N/A,s2037,mann,bokmål,341,Språkprøven,Penger og andre verdier,økonomi holdning 
25,B1,s0775,kvinne,spansk,404,Språkprøven,Konkurranse,idrett/sport konkurranse 
26,N/A,s0260,mann,albansk,275,Språkprøven,Et yrke,arbeid yrke 
34,N/A,h0385,kvinne,serbokroatisk,542,Høyere nivå,Bolig og boutgifter,bolig økonomi 
40,N/A,s2047,kvinne,bokmål,309,Språkprøven,Sunnhet og helse,helse 
25,A2/B1,s0851,kvinne,somali,276,Språkprøven,Framtida,tid 
25,N/A,s2083,mann,bokmål,280,Språkprøven,Penger og andre verdier,økonomi holdning 
20,B2,h0477,kvinne,tysk,701,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
27,B2,h0405,kvinne,tysk,595,Høyere nivå,Bolig og boutgifter,bolig økonomi 
31,B1,s0663,mann,somali,266,Språkprøven,Før og nå,tid 
38,N/A,h0138,kvinne,serbokroatisk,788,Høyere nivå,En bok fra din kultur eller ditt hjemland,bok litteratur kultur 
44,B1/B2,s0289,mann,engelsk,310,Språkprøven,Bomiljø,bolig 
37,N/A,s0906,kvinne,serbokroatisk,528,Språkprøven,Fjernsynsprogram for barn,barn tv 
35,B2,h0187,kvinne,engelsk,506,Høyere nivå,Helse og livskvalitet,helse 
38,B1,s0738,mann,engelsk,335,Språkprøven,Mobiltelefoner,telefon 
28,B2,h0382,kvinne,tysk,622,Høyere nivå,Diktet 'Skøyteløperen' av Peter R Holm,litteratur dikt idrett 
33,N/A,h0365,mann,nederlandsk,394,Høyere nivå,Bolig og boutgifter,bolig økonomi 
39,N/A,s0213,mann,albansk,321,Språkprøven,Å treffe andre mennesker,folk møte 
38,N/A,h0440,kvinne,nederlandsk,632,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
41,A2/B1,s0156,mann,russisk,480,Språkprøven,Den norske naturen,natur norge 
20,B2,s0991,kvinne,tysk,492,Språkprøven,Mobiltelefoner,telefon 
33,N/A,h0076,kvinne,serbokroatisk,1105,Høyere nivå,Bolig og boutgifter,bolig økonomi 
19,B1,s0885,kvinne,vietnamesisk,481,Språkprøven,Sunnhet og helse,helse 
31,B1,s0682,kvinne,spansk,236,Språkprøven,Den norske naturen,natur norge 
20,B1/B2,s0944,kvinne,tysk,370,Språkprøven,Fjernsynsprogram for barn,barn tv 
33,B1,s0182,kvinne,vietnamesisk,239,Språkprøven,Bomiljø,bolig 
41,N/A,s2031,mann,bokmål,367,Språkprøven,Sunnhet og helse,helse 
26,B2,h0574,kvinne,russisk,358,Høyere nivå,Integrering av innvandrere,innvandring 
22,B2,h0484,kvinne,tysk,812,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
21,N/A,h0722,kvinne,albansk,419,Høyere nivå,Tidsklemmen,folk familie 
31,A2/B1,s0178,kvinne,spansk,266,Språkprøven,Barneoppdragelse,barn 
20,B2,h0177,kvinne,russisk,684,Høyere nivå,Sangtradisjon,musikk kultur 
29,N/A,h0341,kvinne,serbokroatisk,426,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
36,B2,h0454,kvinne,polsk,421,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
20,B2,h0476,kvinne,tysk,399,Høyere nivå,Miljøvern,miljø klima 
20,B1,s0439,kvinne,tysk,368,Språkprøven,Vennskap,folk relasjoner vennskap 
35,N/A,h0689,mann,nederlandsk,421,Høyere nivå,Inn- og utvandring,innvandring 
26,B1,s0863,mann,somali,254,Språkprøven,Bilbruk,bil 
23,B1,h0283,mann,tysk,382,Høyere nivå,Bilisme,bil trafikk 
26,A2/B1,s0428,kvinne,tysk,202,Språkprøven,Møte med norsk kultur,kultur norge 
30,B2,h0018,mann,spansk,429,Høyere nivå,Netthandel,handel økonomi media 
22,N/A,s2061,kvinne,bokmål,287,Språkprøven,Sunnhet og helse,helse 
37,N/A,s0395,kvinne,nederlandsk,147,Språkprøven,Tanker om det å bli gammel,trafikk bolig 
26,N/A,h0103,mann,nederlandsk,448,Høyere nivå,Import av utenlandsk arbeidskraft,arbeid innvandring 
18,N/A,s2062,kvinne,bokmål,323,Språkprøven,Frihet og ansvar,holdning 
32,B1/B2,h0019,kvinne,polsk,801,Høyere nivå,Lærerlønn,økonomi arbeid yrke 
36,A2/B1,s0455,mann,tysk,275,Språkprøven,Viktige verdier i livet,verdier 
28,B1,s0656,kvinne,polsk,250,Språkprøven,Barneoppdragelse,barn 
32,B1,s0850,kvinne,vietnamesisk,323,Språkprøven,Vennskap,folk relasjoner vennskap 
22,N/A,h2053,mann,bokmål,398,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
35,N/A,h0214,kvinne,nederlandsk,415,Høyere nivå,Diktet 'Privat huskeregel' av Kolbjørn Falkeid,litteratur dikt 
28,A2/B1,s0734,kvinne,polsk,372,Språkprøven,Fremmedspråkslæring,utdannelse språk 
32,B1/B2,s0933,kvinne,russisk,540,Språkprøven,Trafikk og boligområder,trafikk bolig 
25,B2,h0633,kvinne,polsk,706,Høyere nivå,Hva er en god film,film kultur holdning 
26,N/A,h0429,mann,nederlandsk,518,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
22,A2/B1,s0882,kvinne,vietnamesisk,180,Språkprøven,Sunnhet og helse,helse 
27,B2,s0168,kvinne,polsk,393,Språkprøven,Barneoppdragelse,barn 
25,N/A,s0239,mann,albansk,259,Språkprøven,En interesse du har,interesse 
40,B1/B2,h0355,kvinne,tysk,436,Høyere nivå,Kommunevalget i Norge,politikk valg 
26,B1,s0884,kvinne,vietnamesisk,420,Språkprøven,Penger og andre verdier,økonomi holdning 
35,A2,s0097,kvinne,somali,218,Språkprøven,Folk reiser så mye i våre dager,reise folk 
41,N/A,h0092,mann,nederlandsk,500,Høyere nivå,Miljøvern,miljø klima 
40,B2,h0300,kvinne,engelsk,818,Høyere nivå,Diktet 'Privat huskeregel' av Kolbjørn Falkeid,litteratur dikt 
36,N/A,h0087,kvinne,nederlandsk,596,Høyere nivå,Enpersons-husholdninger,familie økonomi 
19,B2,h0492,kvinne,engelsk,499,Høyere nivå,Leselyst,litteratur kultur 
24,B2,h0613,kvinne,engelsk,624,Høyere nivå,Adopsjon,barn familie 
24,A2/B1,s0698,kvinne,spansk,309,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
25,A2/B1,s0671,kvinne,vietnamesisk,209,Språkprøven,Et yrke,arbeid yrke 
31,N/A,h0170,kvinne,nederlandsk,454,Høyere nivå,Diktet 'Synsvinkel' av Gunnar Øi,litteratur dikt 
20,N/A,s0241,kvinne,albansk,346,Språkprøven,En bok du har lest,litteratur bok 
20,B1/B2,s0920,kvinne,russisk,626,Språkprøven,Fjernsynsprogram for barn,barn tv 
16,A2/B1,s0099,mann,somali,356,Språkprøven,Folk reiser så mye i våre dager,reise folk 
24,N/A,s0150,kvinne,serbokroatisk,275,Språkprøven,Et yrke,arbeid yrke 
31,B1/B2,h0394,mann,russisk,340,Høyere nivå,Bolig og boutgifter,bolig økonomi 
22,N/A,s0224,kvinne,albansk,303,Språkprøven,Vennskap,folk relasjoner vennskap 
37,B1/B2,h0364,kvinne,polsk,454,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
47,N/A,h0529,kvinne,nederlandsk,466,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
-1,B1,s0311,mann,engelsk,442,Språkprøven,Bomiljø,bolig 
19,N/A,s0198,mann,albansk,207,Språkprøven,Framtida,tid 
28,B1/B2,s0166,kvinne,polsk,335,Språkprøven,Barneoppdragelse,barn 
22,A2/B1,s0665,kvinne,vietnamesisk,175,Språkprøven,Et yrke,arbeid yrke 
35,B2,h0235,mann,engelsk,432,Høyere nivå,Mobiltelefonen,telefon 
41,B2,h0592,kvinne,russisk,610,Høyere nivå,Integrering av innvandrere,innvandring 
32,A2/B1,s0539,mann,somali,337,Språkprøven,Bolig og bosted,bolig 
28,A2/B1,s0574,kvinne,vietnamesisk,215,Språkprøven,Å treffe andre mennesker,folk møte 
26,A2/B1,s0572,kvinne,vietnamesisk,208,Språkprøven,Framtida,tid 
32,N/A,s0673,mann,serbokroatisk,311,Språkprøven,Et yrke,arbeid yrke 
21,B1,s0356,kvinne,engelsk,259,Språkprøven,Mobiltelefoner,telefon 
30,A2/B1,s0096,kvinne,somali,231,Språkprøven,Folk reiser så mye i våre dager,reise folk 
35,N/A,s0606,kvinne,serbokroatisk,494,Språkprøven,Vennskap,folk relasjoner vennskap 
49,B1,s0491,kvinne,russisk,251,Språkprøven,Vennskap,folk relasjoner vennskap 
38,B1,s0463,kvinne,tysk,310,Språkprøven,Nyheter,media 
50,A2/B1,s0458,mann,tysk,304,Språkprøven,Nyheter,media 
44,N/A,s0361,mann,nederlandsk,314,Språkprøven,Reise,reise geografi 
45,N/A,h0025,mann,nederlandsk,364,Høyere nivå,Det norske monarkiet,norge styreform 
33,B1,s0848,kvinne,vietnamesisk,211,Språkprøven,Vennskap,folk relasjoner vennskap 
25,B2,h0337,kvinne,tysk,490,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
32,B1/B2,h0185,kvinne,russisk,536,Høyere nivå,Helse og livskvalitet,helse 
35,B2,h0604,kvinne,engelsk,410,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
27,B2,h0565,kvinne,tysk,602,Høyere nivå,Barndom og voksenverden,barn 
24,B2/C1,h0367,kvinne,russisk,717,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
32,B1/B2,s0454,kvinne,tysk,300,Språkprøven,Mobiltelefoner,telefon 
27,B2/C1,h0373,kvinne,russisk,495,Høyere nivå,Bolig og boutgifter,bolig økonomi 
19,B1,s0990,kvinne,tysk,235,Språkprøven,Mobiltelefoner,telefon 
21,B1,s0855,kvinne,vietnamesisk,267,Språkprøven,Framtida,tid 
31,N/A,h0086,kvinne,nederlandsk,580,Høyere nivå,Å leve i store byer,bolig geografi 
24,N/A,s0375,mann,nederlandsk,235,Språkprøven,Reise,reise geografi 
31,A2/B1,s0648,kvinne,vietnamesisk,365,Språkprøven,Barneoppdragelse,barn 
31,N/A,h0114,kvinne,albansk,544,Høyere nivå,Den lille forskjellen,kjønn 
28,B1/B2,h0377,mann,spansk,417,Høyere nivå,Borgerlønn,økonomi 
28,B1/B2,h0554,kvinne,russisk,356,Høyere nivå,Integrering av innvandrere,innvandring 
22,N/A,s2089,mann,bokmål,253,Språkprøven,Frihet og ansvar,holdning 
31,A2/B1,s0619,kvinne,somali,269,Språkprøven,Vennskap,folk relasjoner vennskap 
27,B2/C1,h0318,kvinne,russisk,581,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
40,B2,h0624,kvinne,engelsk,415,Høyere nivå,Adopsjon,barn familie 
21,B1/B2,h0657,kvinne,polsk,341,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
44,B2,h0610,mann,engelsk,449,Høyere nivå,Nærmiljø og lokalsamfunn,geografi samfunn folk 
28,A2/B1,s0773,kvinne,polsk,348,Språkprøven,Viktige verdier i livet,verdier 
42,B2,s0060,kvinne,tysk,333,Språkprøven,Vennskap,folk relasjoner vennskap 
23,A2/B1,s0889,kvinne,vietnamesisk,291,Språkprøven,Sunnhet og helse,helse 
28,B2/C1,h0332,kvinne,engelsk,527,Høyere nivå,Kommunevalget i Norge,politikk valg 
31,B1/B2,h0388,kvinne,spansk,453,Høyere nivå,Bestselgere og bokbransjen,bok litteratur kultur 
24,N/A,h0717,kvinne,serbokroatisk,533,Høyere nivå,Tidsklemmen,folk familie 
46,N/A,s2016,kvinne,bokmål,284,Språkprøven,Sunnhet og helse,helse 
42,N/A,h0002,kvinne,nederlandsk,433,Høyere nivå,Verdikommisjonen,organisasjon 
52,N/A,s0147,kvinne,nederlandsk,268,Språkprøven,Gjenbruk,miljø 
29,N/A,s0829,kvinne,serbokroatisk,440,Språkprøven,Mobiltelefoner,telefon 
25,B1,s0825,kvinne,spansk,274,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
29,B2,h0030,mann,spansk,418,Høyere nivå,Netthandel,handel økonomi media 
27,B2/C1,h0418,kvinne,russisk,585,Høyere nivå,Bestselgere og bokbransjen,bok litteratur kultur 
37,N/A,s0207,mann,albansk,227,Språkprøven,Framtida,tid 
21,N/A,h2045,kvinne,bokmål,560,Høyere nivå,Organdonasjon,helse organ 
18,N/A,s0789,mann,serbokroatisk,347,Språkprøven,Mobiltelefoner,telefon 
26,B1/B2,s0058,kvinne,tysk,512,Språkprøven,Vennskap,folk relasjoner vennskap 
34,B2/C1,h0366,kvinne,polsk,456,Høyere nivå,Bolig og boutgifter,bolig økonomi 
37,N/A,h0062,kvinne,serbokroatisk,387,Høyere nivå,Netthandel,-
25,A2/B1,s0111,kvinne,somali,121,Språkprøven,Framtida,tid 
24,A2,s0643,kvinne,somali,321,Språkprøven,En bok du har lest,litteratur bok 
58,B2,s0294,mann,engelsk,302,Språkprøven,Bomiljø,bolig 
22,B1,s0188,kvinne,engelsk,244,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
19,N/A,h2027,mann,bokmål,360,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
45,B2,h0593,kvinne,russisk,364,Høyere nivå,Integrering av innvandrere,innvandring 
40,A2/B1,s0342,kvinne,engelsk,245,Språkprøven,Mobiltelefoner,telefon 
32,B2,h0507,kvinne,engelsk,696,Høyere nivå,Leselyst,litteratur kultur 
22,B1/B2,s0961,kvinne,tysk,388,Språkprøven,Fjernsynsprogram for barn,barn tv 
39,B2,h0553,mann,engelsk,469,Høyere nivå,Kommunevalget i Norge,politikk valg 
24,A2/B1,s0692,kvinne,spansk,227,Språkprøven,Den norske naturen,natur norge 
40,N/A,s2044,kvinne,bokmål,250,Språkprøven,Sunnhet og helse,helse 
35,N/A,s2007,mann,bokmål,331,Språkprøven,Frihet og ansvar,holdning 
34,B2/C1,h0218,kvinne,engelsk,690,Høyere nivå,Bilisme,bil trafikk 
38,N/A,s0417,kvinne,nederlandsk,254,Språkprøven,Bomiljø,bolig 
24,N/A,s0969,mann,serbokroatisk,326,Språkprøven,Trafikk og boligområder,trafikk bolig 
25,B2,h0204,kvinne,russisk,406,Høyere nivå,'Import' av helsepersonell,helse arbeid innvandring 
26,B1/B2,h0176,mann,polsk,731,Høyere nivå,Diktet 'Synsvinkel' av Gunnar Øi,litteratur dikt 
41,A2/B1,s0177,kvinne,spansk,334,Språkprøven,Barneoppdragelse,barn 
29,B1/B2,h0602,kvinne,russisk,406,Høyere nivå,Eldrebølgen,eldre familie 
31,B1,s0573,kvinne,spansk,324,Språkprøven,Å treffe andre mennesker,folk møte 
26,A2/B1,s0856,kvinne,vietnamesisk,229,Språkprøven,Framtida,tid 
32,B2,h0460,kvinne,spansk,428,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
28,B1,s0329,kvinne,engelsk,404,Språkprøven,Mobiltelefoner,telefon 
25,B2,h0520,kvinne,polsk,591,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
29,B2,h0315,mann,tysk,569,Høyere nivå,Bilisme,bil trafikk 
19,B1,s0191,kvinne,engelsk,250,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
24,B1/B2,h0199,kvinne,russisk,506,Høyere nivå,Helse og livskvalitet,helse 
27,B2,s0450,kvinne,tysk,272,Språkprøven,Nyheter,media 
38,B2/C1,h0308,kvinne,engelsk,443,Høyere nivå,Bilisme,bil trafikk 
30,B1/B2,h0704,mann,somali,474,Høyere nivå,Lederegenskaper,personer yrke arbeid 
31,N/A,h0696,mann,serbokroatisk,395,Høyere nivå,Bruk av musikk,musikk kultur 
20,N/A,h2028,mann,bokmål,440,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
30,B1,s0553,kvinne,spansk,354,Språkprøven,Å treffe andre mennesker,folk møte 
28,N/A,s0672,kvinne,serbokroatisk,287,Språkprøven,Flytting,familie flytting 
22,B1/B2,h0290,kvinne,russisk,414,Høyere nivå,Mobiltelefonen,telefon 
36,N/A,s0122,mann,nederlandsk,195,Språkprøven,Vennskap,folk relasjoner vennskap 
51,B1/B2,h0617,kvinne,engelsk,643,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
35,B2,h0522,kvinne,russisk,512,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
34,B2,h0020,kvinne,spansk,366,Høyere nivå,Netthandel,handel økonomi media 
27,B1,s0834,kvinne,spansk,237,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
22,N/A,h0008,kvinne,serbokroatisk,623,Høyere nivå,Mobbing på arbeidsplassen,arbeid mobbing holdning 
27,B1/B2,h0078,kvinne,polsk,458,Høyere nivå,Å leve i store byer,bolig geografi 
50,B1,s0338,kvinne,engelsk,306,Språkprøven,Mobiltelefoner,telefon 
21,N/A,h0122,kvinne,nederlandsk,497,Høyere nivå,Politisk engasjement,politikk folk 
32,N/A,h0620,mann,nederlandsk,433,Høyere nivå,Adopsjon,barn familie 
24,B1/B2,h0646,kvinne,polsk,598,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
19,B1/B2,s0080,kvinne,polsk,407,Språkprøven,Barneoppdragelse,barn 
39,N/A,s0085,mann,serbokroatisk,375,Språkprøven,Barneoppdragelse,barn 
21,N/A,h2035,kvinne,bokmål,488,Høyere nivå,Organdonasjon,helse organ 
20,N/A,h2090,kvinne,bokmål,446,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
31,B2,h0426,kvinne,polsk,546,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
58,N/A,s2011,kvinne,bokmål,312,Språkprøven,Sunnhet og helse,helse 
21,B1/B2,h0463,kvinne,tysk,305,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
27,N/A,h0726,kvinne,serbokroatisk,372,Høyere nivå,Tidsklemmen,folk familie 
39,N/A,s0397,mann,nederlandsk,491,Språkprøven,Tanker om det å bli gammel,trafikk bolig 
28,B1/B2,h0666,kvinne,spansk,403,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
23,B2/C1,h0471,mann,tysk,537,Høyere nivå,Miljøvern,miljø klima 
33,B2,h0443,kvinne,engelsk,474,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
32,A2/B1,s0896,kvinne,vietnamesisk,229,Språkprøven,En sport du liker,idrett/sport 
32,B1,s0062,mann,tysk,209,Språkprøven,Vennskap,folk relasjoner vennskap 
44,N/A,h2085,kvinne,bokmål,735,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
22,N/A,h0269,kvinne,nederlandsk,716,Høyere nivå,Mobiltelefon,telefon 
25,B1/B2,h0071,kvinne,polsk,548,Høyere nivå,Å leve i store byer,bolig geografi 
43,B1,s1001,mann,tysk,294,Språkprøven,Boformer,bolig 
34,B1,s0496,kvinne,russisk,360,Språkprøven,Vennskap,folk relasjoner vennskap 
22,B2,h0706,kvinne,vietnamesisk,961,Høyere nivå,Den gode skolen,skole 
42,A2,s0528,kvinne,russisk,208,Språkprøven,Den norske naturen,natur norge 
29,N/A,s2065,kvinne,bokmål,376,Språkprøven,Sunnhet og helse,helse 
34,B2,h0331,kvinne,engelsk,778,Høyere nivå,Kommunevalget i Norge,politikk valg 
35,N/A,s0605,kvinne,serbokroatisk,377,Språkprøven,Vennskap,folk relasjoner vennskap 
27,A2/B1,s0883,kvinne,vietnamesisk,174,Språkprøven,Sunnhet og helse,helse 
33,B2,h0641,kvinne,polsk,585,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
28,B1,s0291,mann,engelsk,358,Språkprøven,Bomiljø,bolig 
18,B1,s0575,mann,spansk,163,Språkprøven,Framtida,tid 
25,N/A,h0652,kvinne,serbokroatisk,542,Høyere nivå,Hva er en god film,film kultur holdning 
42,A2/B1,s0817,kvinne,spansk,256,Språkprøven,Bomiljø,bolig 
25,B1/B2,s0732,kvinne,polsk,285,Språkprøven,Fremmedspråkslæring,utdannelse språk 
17,N/A,s0134,kvinne,albansk,265,Språkprøven,En interesse du har,interesse 
30,B1/B2,h0626,kvinne,polsk,479,Høyere nivå,Eldrebølgen,eldre familie 
34,A2/B1,s0577,mann,somali,134,Språkprøven,Min første jobb,arbeid 
26,B2,h0028,kvinne,polsk,466,Høyere nivå,Netthandel,handel økonomi media 
37,N/A,s0390,mann,nederlandsk,266,Språkprøven,Nyheter,media 
27,N/A,s2092,kvinne,bokmål,271,Språkprøven,Penger og andre verdier,økonomi holdning 
36,B1,s0124,kvinne,tysk,368,Språkprøven,Møte med norsk kultur,kultur norge 
24,N/A,s2029,mann,nynorsk,247,Språkprøven,Penger og andre verdier,økonomi holdning 
32,B1,s0078,kvinne,polsk,329,Språkprøven,Barneoppdragelse,barn 
35,A2/B1,s0840,mann,spansk,325,Språkprøven,Bomiljø,bolig 
28,B2,h0557,mann,tysk,855,Høyere nivå,Humor,humor kultur 
42,N/A,s0422,mann,nederlandsk,329,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
29,B1/B2,h0371,kvinne,russisk,363,Høyere nivå,Bolig og boutgifter,bolig økonomi 
35,N/A,s0616,kvinne,serbokroatisk,349,Språkprøven,Vennskap,folk relasjoner vennskap 
30,B1/B2,s0787,kvinne,polsk,273,Språkprøven,Mobiltelefoner,telefon 
23,B2/C1,h0181,kvinne,polsk,419,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
29,B1/B2,s0740,kvinne,engelsk,317,Språkprøven,Mobiltelefoner,telefon 
26,B1/B2,h0072,mann,polsk,439,Høyere nivå,Å leve i store byer,bolig geografi 
36,A2,s0493,kvinne,russisk,219,Språkprøven,Vennskap,folk relasjoner vennskap 
37,A2/B1,s0091,kvinne,vietnamesisk,240,Språkprøven,Bolig og bosted,bolig 
27,N/A,h0524,kvinne,nederlandsk,560,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
38,N/A,s0819,kvinne,serbokroatisk,248,Språkprøven,Nyheter,media 
27,B2,h0075,mann,spansk,634,Høyere nivå,Å leve i store byer,bolig geografi 
30,B1/B2,h0437,kvinne,engelsk,498,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
19,N/A,h0184,kvinne,serbokroatisk,507,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
41,A2/B1,s0559,kvinne,spansk,306,Språkprøven,Framtida,tid 
35,B1,s0690,kvinne,spansk,259,Språkprøven,Den norske naturen,natur norge 
35,B2/C1,h0737,kvinne,tysk,469,Høyere nivå,Ytringsfrihet i Norge,politikk norge holdning 
30,N/A,h2068,kvinne,bokmål,657,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
23,B2,h0527,mann,spansk,792,Høyere nivå,Leselyst,litteratur kultur 
20,N/A,h2023,kvinne,bokmål,546,Høyere nivå,Organdonasjon,helse organ 
