age,cefr,filename,gender,lang,num_tokens,split,testlevel,title,topic
22,N/A,h2053,mann,bokmål,398,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
25,N/A,h2054,mann,bokmål,595,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
31,N/A,h2055,kvinne,bokmål,673,N/A,Høyere nivå,Organdonasjon,helse organ 
31,N/A,h2056,mann,nynorsk,489,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
25,N/A,h2057,kvinne,bokmål,301,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
23,N/A,h2058,kvinne,bokmål,426,N/A,Høyere nivå,Organdonasjon,helse organ 
23,N/A,h2059,kvinne,bokmål,501,N/A,Høyere nivå,Organdonasjon,helse organ 
26,N/A,h2060,mann,nynorsk,552,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
26,N/A,h2061,mann,bokmål,337,N/A,Høyere nivå,Organdonasjon,helse organ 
26,N/A,h2062,kvinne,bokmål,457,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
24,N/A,h2063,kvinne,bokmål,696,N/A,Høyere nivå,Organdonasjon,helse organ 
30,N/A,h2064,kvinne,bokmål,470,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
25,N/A,h2065,kvinne,nynorsk,711,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
21,N/A,h2066,kvinne,bokmål,864,N/A,Høyere nivå,Organdonasjon,helse organ 
22,N/A,h2067,kvinne,nynorsk,726,N/A,Høyere nivå,Organdonasjon,helse organ 
30,N/A,h2068,kvinne,bokmål,657,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
27,N/A,h2069,kvinne,bokmål,541,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
28,N/A,h2070,kvinne,bokmål,567,N/A,Høyere nivå,Organdonasjon,helse organ 
22,N/A,h2071,kvinne,bokmål,436,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
21,N/A,h2072,mann,bokmål,427,N/A,Høyere nivå,Organdonasjon,helse organ 
22,N/A,h2073,mann,bokmål,444,N/A,Høyere nivå,Organdonasjon,helse organ 
21,N/A,h2074,mann,bokmål,345,N/A,Høyere nivå,Organdonasjon,helse organ 
21,N/A,h2075,kvinne,bokmål,595,N/A,Høyere nivå,Organdonasjon,helse organ 
24,N/A,h2076,kvinne,bokmål,842,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
20,N/A,h2077,kvinne,bokmål,439,N/A,Høyere nivå,Organdonasjon,helse organ 
20,N/A,h2078,mann,bokmål,433,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
21,N/A,h2079,kvinne,bokmål,396,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
22,N/A,h2080,kvinne,bokmål,673,N/A,Høyere nivå,Organdonasjon,helse organ 
25,N/A,h2081,mann,bokmål,462,N/A,Høyere nivå,Organdonasjon,helse organ 
18,N/A,h2082,kvinne,bokmål,433,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
19,N/A,h2083,kvinne,bokmål,650,N/A,Høyere nivå,Organdonasjon,helse organ 
21,N/A,h2084,kvinne,nynorsk,789,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
44,N/A,h2085,kvinne,bokmål,735,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
21,N/A,h2086,kvinne,bokmål,523,N/A,Høyere nivå,Organdonasjon,helse organ 
22,N/A,h2087,kvinne,bokmål,488,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
21,N/A,h2088,kvinne,bokmål,496,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
21,N/A,h2089,kvinne,bokmål,506,N/A,Høyere nivå,Organdonasjon,helse organ 
20,N/A,h2090,kvinne,bokmål,446,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
21,N/A,h2091,kvinne,bokmål,679,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
21,N/A,h2092,kvinne,nynorsk,548,N/A,Høyere nivå,Organdonasjon,helse organ 
21,N/A,h2093,kvinne,nynorsk,579,N/A,Høyere nivå,Organdonasjon,helse organ 
22,N/A,h2094,kvinne,bokmål,537,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
23,N/A,h2095,mann,bokmål,463,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
22,N/A,h2096,kvinne,bokmål,658,N/A,Høyere nivå,Organdonasjon,helse organ 
21,N/A,h2097,mann,bokmål,430,N/A,Høyere nivå,Organdonasjon,helse organ 
22,N/A,h2098,kvinne,bokmål,429,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
21,N/A,h2099,mann,bokmål,436,N/A,Høyere nivå,Organdonasjon,helse organ 
21,N/A,h2100,kvinne,bokmål,428,N/A,Høyere nivå,Organdonasjon,helse organ 
21,B1,s0001,kvinne,spansk,231,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
35,A2,s0002,kvinne,spansk,293,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter - Bomiljø - Konkurranse,tradisjoner flytting 
33,B1,s0003,kvinne,spansk,286,train,Språkprøven,Bomiljø,bolig 
29,B1/B2,s0004,mann,spansk,295,train,Språkprøven,Bomiljø,bolig 
22,A2/B1,s0005,kvinne,vietnamesisk,233,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
27,B1,s0006,kvinne,spansk,219,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
37,A2/B1,s0007,mann,vietnamesisk,327,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
25,A2/B1,s0008,mann,vietnamesisk,242,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
25,B1,s0009,kvinne,vietnamesisk,364,train,Språkprøven,Konkurranse,idrett/sport konkurranse 
37,A2/B1,s0010,kvinne,engelsk,262,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
26,B1,s0011,kvinne,engelsk,460,train,Språkprøven,Bomiljø,bolig 
38,A2/B1,s0012,mann,engelsk,204,train,Språkprøven,Bomiljø,bolig 
32,A2/B1,s0013,kvinne,engelsk,214,train,Språkprøven,Bomiljø,bolig 
44,A2/B1,s0014,mann,engelsk,234,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
31,B1,s0015,kvinne,engelsk,256,train,Språkprøven,Bomiljø,bolig 
19,A2/B1,s0016,kvinne,vietnamesisk,232,train,Språkprøven,Bomiljø,bolig 
17,B1,s0017,kvinne,engelsk,240,train,Språkprøven,Bomiljø,bolig 
39,B1,s0018,kvinne,engelsk,326,train,Språkprøven,Bomiljø,bolig 
31,B1/B2,s0019,kvinne,engelsk,333,train,Språkprøven,Bomiljø,bolig 
24,B1/B2,s0020,kvinne,engelsk,298,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
46,N/A,s0021,mann,nederlandsk,303,N/A,Språkprøven,Bomiljø,bolig 
42,N/A,s0022,kvinne,nederlandsk,280,N/A,Språkprøven,Bomiljø,bolig 
39,N/A,s0023,kvinne,nederlandsk,341,N/A,Språkprøven,Bomiljø,bolig 
40,N/A,s0024,kvinne,nederlandsk,285,N/A,Språkprøven,Bomiljø,bolig 
25,N/A,s0025,kvinne,nederlandsk,312,N/A,Språkprøven,Bomiljø,bolig 
43,B2,s0026,kvinne,tysk,241,train,Språkprøven,Mobiltelefoner,telefon 
33,B1/B2,s0027,kvinne,tysk,268,train,Språkprøven,Viktige verdier i livet,verdier 
23,B1,s0028,kvinne,tysk,218,train,Språkprøven,Mobiltelefoner,telefon 
28,B1/B2,s0029,mann,tysk,263,train,Språkprøven,Mobiltelefoner,telefon 
32,B1/B2,s0030,kvinne,tysk,233,train,Språkprøven,Mobiltelefoner,telefon 
30,N/A,s0031,kvinne,serbokroatisk,183,N/A,Språkprøven,Et yrke,arbeid yrke 
41,N/A,s0032,mann,serbokroatisk,405,N/A,Språkprøven,Et yrke,arbeid yrke 
48,N/A,s0033,kvinne,serbokroatisk,227,N/A,Språkprøven,Et yrke,arbeid yrke 
27,N/A,s0034,kvinne,serbokroatisk,295,N/A,Språkprøven,Flytting,familie flytting 
25,N/A,s0035,mann,serbokroatisk,237,N/A,Språkprøven,Flytting,familie flytting 
33,B1/B2,s0036,kvinne,russisk,191,train,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
19,B1/B2,s0037,kvinne,russisk,302,train,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
30,B1/B2,s0038,kvinne,russisk,359,train,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
34,B1,s0039,kvinne,russisk,338,train,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
18,B1,s0040,kvinne,russisk,350,train,Språkprøven,Den norske naturen,natur norge 
43,B1,s0041,kvinne,spansk,266,dev,Språkprøven,Fremmedspråkslæring,utdannelse språk 
41,B1,s0042,kvinne,spansk,238,dev,Språkprøven,Fremmedspråkslæring,utdannelse språk 
36,B1,s0043,kvinne,spansk,230,dev,Språkprøven,Fremmedspråkslæring,utdannelse språk 
23,A2/B1,s0044,kvinne,spansk,401,train,Språkprøven,Barneoppdragelse,barn 
34,N/A,s0045,mann,albansk,527,N/A,Språkprøven,Fremmedspråkslæring,utdannelse språk 
26,N/A,s0046,mann,albansk,252,N/A,Språkprøven,Barneoppdragelse,barn 
30,B1,s0047,kvinne,spansk,282,dev,Språkprøven,Kultur og idrett,idrett/sport kultur 
36,N/A,s0048,kvinne,albansk,244,N/A,Språkprøven,Fremmedspråkslæring,utdannelse språk 
38,N/A,s0049,mann,albansk,230,N/A,Språkprøven,Fremmedspråkslæring,utdannelse språk 
24,N/A,s0050,mann,albansk,293,N/A,Språkprøven,Barneoppdragelse,barn 
39,N/A,s0051,kvinne,albansk,252,N/A,Språkprøven,Vennskap,folk relasjoner vennskap 
46,A2/B1,s0052,kvinne,polsk,383,train,Språkprøven,Vennskap,folk relasjoner vennskap 
22,N/A,s0053,kvinne,albansk,309,N/A,Språkprøven,Vennskap,folk relasjoner vennskap 
19,N/A,s0054,kvinne,albansk,228,N/A,Språkprøven,Vennskap,folk relasjoner vennskap 
26,B1/B2,s0055,kvinne,polsk,309,train,Språkprøven,Vennskap,folk relasjoner vennskap 
39,N/A,s0056,kvinne,albansk,338,N/A,Språkprøven,Vennskap,folk relasjoner vennskap 
28,B1/B2,s0057,kvinne,polsk,270,train,Språkprøven,Alkohol og alkoholvaner,rus 
26,B1/B2,s0058,kvinne,tysk,512,train,Språkprøven,Vennskap,folk relasjoner vennskap 
54,A2/B1,s0059,kvinne,polsk,252,train,Språkprøven,Møte med norsk kultur,kultur norge 
42,B2,s0060,kvinne,tysk,333,train,Språkprøven,Vennskap,folk relasjoner vennskap 
41,A2/B1,s0061,kvinne,polsk,236,train,Språkprøven,Møte med norsk kultur,kultur norge 
32,B1,s0062,mann,tysk,209,train,Språkprøven,Vennskap,folk relasjoner vennskap 
28,B1,s0063,kvinne,tysk,538,train,Språkprøven,Møte med norsk kultur,kultur norge 
26,N/A,s0064,kvinne,albansk,315,N/A,Språkprøven,Vennskap,folk relasjoner vennskap 
23,B1,s0065,kvinne,tysk,390,train,Språkprøven,Vennskap,folk relasjoner vennskap 
-1,B1/B2,s0066,kvinne,russisk,427,train,Språkprøven,Vennskap,folk relasjoner vennskap 
24,B2,s0067,kvinne,russisk,401,train,Språkprøven,Vennskap,folk relasjoner vennskap 
20,A2/B1,s0068,mann,russisk,223,train,Språkprøven,Vennskap,folk relasjoner vennskap 
40,B1,s0069,kvinne,russisk,267,train,Språkprøven,Møte med norsk kultur,kultur norge 
32,A2/B1,s0070,kvinne,russisk,343,train,Språkprøven,Møte med norsk kultur,kultur norge 
23,N/A,s0071,mann,nederlandsk,372,N/A,Språkprøven,Gjenbruk,miljø 
58,N/A,s0072,mann,nederlandsk,245,N/A,Språkprøven,Før og nå,tid 
30,N/A,s0073,kvinne,nederlandsk,266,N/A,Språkprøven,Gjenbruk,miljø 
27,N/A,s0074,mann,nederlandsk,211,N/A,Språkprøven,Barneoppdragelse,barn 
26,N/A,s0075,kvinne,nederlandsk,207,N/A,Språkprøven,Gjenbruk,miljø 
24,A2/B1,s0076,kvinne,polsk,190,train,Språkprøven,Barneoppdragelse,barn 
39,N/A,s0077,kvinne,serbokroatisk,451,N/A,Språkprøven,Før og nå,tid 
32,B1,s0078,kvinne,polsk,329,train,Språkprøven,Barneoppdragelse,barn 
35,A2,s0079,mann,polsk,236,train,Språkprøven,Barneoppdragelse,barn 
19,B1/B2,s0080,kvinne,polsk,407,train,Språkprøven,Barneoppdragelse,barn 
26,N/A,s0081,mann,serbokroatisk,339,N/A,Språkprøven,Før og nå,tid 
28,N/A,s0082,mann,serbokroatisk,252,N/A,Språkprøven,Barneoppdragelse,barn 
31,N/A,s0083,kvinne,serbokroatisk,329,N/A,Språkprøven,Barneoppdragelse,barn 
26,B1/B2,s0084,kvinne,polsk,362,train,Språkprøven,Før og nå,tid 
39,N/A,s0085,mann,serbokroatisk,375,N/A,Språkprøven,Barneoppdragelse,barn 
44,B1,s0086,mann,somali,278,train,Språkprøven,Å treffe andre mennesker,folk møte 
24,A2/B1,s0087,kvinne,somali,247,train,Språkprøven,Framtida,tid 
25,A2/B1,s0088,kvinne,somali,226,train,Språkprøven,Framtida,tid 
23,A2/B1,s0089,kvinne,somali,257,train,Språkprøven,Å treffe andre mennesker,folk møte 
30,A2/B1,s0090,kvinne,somali,233,train,Språkprøven,Framtida,tid 
37,A2/B1,s0091,kvinne,vietnamesisk,240,train,Språkprøven,Bolig og bosted,bolig 
23,A2/B1,s0092,mann,vietnamesisk,250,train,Språkprøven,Bolig og bosted,bolig 
32,B1,s0093,kvinne,vietnamesisk,369,train,Språkprøven,Folk reiser så mye i våre dager,reise folk 
29,A2/B1,s0094,kvinne,vietnamesisk,233,train,Språkprøven,Bolig og bosted,bolig 
38,A2/B1,s0095,kvinne,vietnamesisk,222,train,Språkprøven,Bolig og bosted,bolig 
30,A2/B1,s0096,kvinne,somali,231,train,Språkprøven,Folk reiser så mye i våre dager,reise folk 
35,A2,s0097,kvinne,somali,218,train,Språkprøven,Folk reiser så mye i våre dager,reise folk 
25,A2/B1,s0098,mann,somali,215,train,Språkprøven,Folk reiser så mye i våre dager,reise folk 
16,A2/B1,s0099,mann,somali,356,train,Språkprøven,Folk reiser så mye i våre dager,reise folk 
23,A2/B1,s0100,mann,somali,281,train,Språkprøven,Folk reiser så mye i våre dager,reise folk 
20,A2/B1,s0101,mann,somali,321,train,Språkprøven,Folk reiser så mye i våre dager,reise folk 
27,A2/B1,s0102,kvinne,somali,280,train,Språkprøven,Folk reiser så mye i våre dager,reise folk 
25,A2,s0103,mann,somali,249,train,Språkprøven,Folk reiser så mye i våre dager,reise folk 
39,A2,s0104,mann,somali,309,train,Språkprøven,Bolig og bosted,bolig 
31,N/A,s0105,kvinne,nederlandsk,244,N/A,Språkprøven,Reise,reise geografi 
21,N/A,s0106,kvinne,nederlandsk,283,N/A,Språkprøven,Reise,reise geografi 
22,A2,s0107,mann,somali,204,train,Språkprøven,Bolig og bosted,bolig 
28,N/A,s0108,mann,nederlandsk,285,N/A,Språkprøven,Reise,reise geografi 
30,N/A,s0109,mann,nederlandsk,271,N/A,Språkprøven,Folk reiser så mye i våre dager,reise folk 
19,N/A,s0110,kvinne,nederlandsk,234,N/A,Språkprøven,Folk reiser så mye i våre dager,reise folk 
25,A2/B1,s0111,kvinne,somali,121,train,Språkprøven,Framtida,tid 
27,B1,s0112,kvinne,somali,283,train,Språkprøven,Å treffe andre mennesker,folk møte 
20,A2/B1,s0113,mann,somali,252,train,Språkprøven,Å treffe andre mennesker,folk møte 
25,A2/B1,s0114,mann,somali,179,train,Språkprøven,Framtida,tid 
28,A2/B1,s0115,mann,somali,234,train,Språkprøven,Framtida,tid 
27,B1,s0116,kvinne,russisk,233,train,Språkprøven,Møte med norsk kultur,kultur norge 
28,B1/B2,s0117,kvinne,russisk,370,train,Språkprøven,Vennskap,folk relasjoner vennskap 
36,A2/B1,s0118,kvinne,russisk,247,train,Språkprøven,Vennskap,folk relasjoner vennskap 
28,B1,s0119,mann,russisk,397,train,Språkprøven,Alkohol og alkoholvaner,rus 
38,N/A,s0120,mann,nederlandsk,448,N/A,Språkprøven,Vennskap,folk relasjoner vennskap 
28,B1/B2,s0121,kvinne,tysk,454,train,Språkprøven,Vennskap,folk relasjoner vennskap 
36,N/A,s0122,mann,nederlandsk,195,N/A,Språkprøven,Vennskap,folk relasjoner vennskap 
27,A2/B1,s0123,mann,tysk,282,train,Språkprøven,Vennskap,folk relasjoner vennskap 
36,B1,s0124,kvinne,tysk,368,train,Språkprøven,Møte med norsk kultur,kultur norge 
19,N/A,s0125,kvinne,nederlandsk,357,N/A,Språkprøven,Alkohol og alkoholvaner,rus 
-1,B1,s0126,kvinne,tysk,269,train,Språkprøven,Vennskap,folk relasjoner vennskap 
19,B1,s0127,kvinne,tysk,371,train,Språkprøven,Vennskap,folk relasjoner vennskap 
25,N/A,s0128,kvinne,nederlandsk,316,N/A,Språkprøven,Møte med norsk kultur,kultur norge 
17,N/A,s0129,kvinne,albansk,262,N/A,Språkprøven,En bok du har lest,litteratur bok 
34,N/A,s0130,kvinne,albansk,216,N/A,Språkprøven,En hyggelig opplevelse,opplevelse 
34,A2/B1,s0131,kvinne,vietnamesisk,304,test,Språkprøven,En bok du har lest,litteratur bok 
45,N/A,s0132,mann,albansk,265,N/A,Språkprøven,En hyggelig opplevelse,opplevelse 
40,N/A,s0133,mann,albansk,240,N/A,Språkprøven,En hyggelig opplevelse,opplevelse 
17,N/A,s0134,kvinne,albansk,265,N/A,Språkprøven,En interesse du har,interesse 
23,N/A,s0135,kvinne,albansk,267,N/A,Språkprøven,En hyggelig opplevelse,opplevelse 
29,N/A,s0136,kvinne,albansk,251,N/A,Språkprøven,En hyggelig opplevelse,opplevelse 
32,N/A,s0137,kvinne,albansk,349,N/A,Språkprøven,Viktige verdier i livet,verdier 
22,N/A,s0138,mann,albansk,275,N/A,Språkprøven,En bok du har lest,litteratur bok 
20,N/A,s0139,mann,albansk,281,N/A,Språkprøven,En hyggelig opplevelse,opplevelse 
40,A2/B1,s0140,kvinne,vietnamesisk,368,dev,Språkprøven,En hyggelig opplevelse,opplevelse 
27,N/A,s0141,mann,nederlandsk,211,N/A,Språkprøven,Barneoppdragelse,barn 
33,N/A,s0142,kvinne,serbokroatisk,233,N/A,Språkprøven,Barneoppdragelse,barn 
28,N/A,s0143,kvinne,serbokroatisk,225,N/A,Språkprøven,Barneoppdragelse,barn 
24,N/A,s0144,kvinne,serbokroatisk,355,N/A,Språkprøven,Barneoppdragelse,barn 
31,N/A,s0145,kvinne,serbokroatisk,274,N/A,Språkprøven,Barneoppdragelse,barn 
25,N/A,s0146,kvinne,serbokroatisk,352,N/A,Språkprøven,Barneoppdragelse,barn 
52,N/A,s0147,kvinne,nederlandsk,268,N/A,Språkprøven,Gjenbruk,miljø 
22,N/A,s0148,kvinne,nederlandsk,295,N/A,Språkprøven,Barneoppdragelse,barn 
30,N/A,s0149,kvinne,serbokroatisk,347,N/A,Språkprøven,Et yrke,arbeid yrke 
24,N/A,s0150,kvinne,serbokroatisk,275,N/A,Språkprøven,Et yrke,arbeid yrke 
27,N/A,s0151,mann,serbokroatisk,236,N/A,Språkprøven,Flytting,familie flytting 
30,N/A,s0152,mann,serbokroatisk,268,N/A,Språkprøven,Flytting,familie flytting 
22,N/A,s0153,kvinne,serbokroatisk,345,N/A,Språkprøven,Flytting,familie flytting 
45,B1/B2,s0155,kvinne,russisk,362,train,Språkprøven,Den norske naturen,natur norge 
41,A2/B1,s0156,mann,russisk,480,train,Språkprøven,Den norske naturen,natur norge 
45,B1,s0157,kvinne,russisk,274,test,Språkprøven,En religion du kjenner,religion 
39,B1/B2,s0158,kvinne,russisk,479,train,Språkprøven,Den norske naturen,natur norge 
44,A2/B1,s0159,kvinne,polsk,217,train,Språkprøven,Barneoppdragelse,barn 
23,B1,s0160,kvinne,spansk,241,dev,Språkprøven,Fremmedspråkslæring,utdannelse språk 
36,A2/B1,s0161,kvinne,polsk,267,dev,Språkprøven,Fremmedspråkslæring,utdannelse språk 
29,B1,s0162,kvinne,polsk,361,dev,Språkprøven,Fremmedspråkslæring,utdannelse språk 
36,B1,s0163,kvinne,polsk,346,train,Språkprøven,Barneoppdragelse,barn 
30,B1/B2,s0164,kvinne,polsk,408,dev,Språkprøven,Fremmedspråkslæring,utdannelse språk 
39,A2/B1,s0165,kvinne,polsk,320,dev,Språkprøven,Fremmedspråkslæring,utdannelse språk 
28,B1/B2,s0166,kvinne,polsk,335,train,Språkprøven,Barneoppdragelse,barn 
30,A2/B1,s0167,mann,spansk,338,dev,Språkprøven,Fremmedspråkslæring,utdannelse språk 
27,B2,s0168,kvinne,polsk,393,train,Språkprøven,Barneoppdragelse,barn 
33,B1/B2,s0169,kvinne,polsk,459,train,Språkprøven,Barneoppdragelse,barn 
36,B1,s0170,mann,spansk,370,dev,Språkprøven,Fremmedspråkslæring,utdannelse språk 
40,A2/B1,s0171,kvinne,polsk,256,train,Språkprøven,Barneoppdragelse,barn 
29,A2/B1,s0172,kvinne,spansk,342,dev,Språkprøven,Fremmedspråkslæring,utdannelse språk 
36,B1,s0173,kvinne,spansk,240,dev,Språkprøven,Kultur og idrett,idrett/sport kultur 
40,B1/B2,s0174,kvinne,spansk,231,dev,Språkprøven,Fremmedspråkslæring,utdannelse språk 
33,A2/B1,s0175,kvinne,spansk,233,dev,Språkprøven,Fremmedspråkslæring,utdannelse språk 
28,A2/B1,s0176,kvinne,spansk,266,train,Språkprøven,Barneoppdragelse,barn 
41,A2/B1,s0177,kvinne,spansk,334,train,Språkprøven,Barneoppdragelse,barn 
31,A2/B1,s0178,kvinne,spansk,266,train,Språkprøven,Barneoppdragelse,barn 
25,B1,s0179,kvinne,vietnamesisk,365,train,Språkprøven,En kjent person,folk biografi 
29,A2/B1,s0180,kvinne,vietnamesisk,380,dev,Språkprøven,Røyking,helse røyking 
44,B1,s0181,kvinne,vietnamesisk,351,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
33,B1,s0182,kvinne,vietnamesisk,239,train,Språkprøven,Bomiljø,bolig 
49,B1,s0183,kvinne,vietnamesisk,256,train,Språkprøven,Bomiljø,bolig 
35,B1,s0184,kvinne,vietnamesisk,257,train,Språkprøven,Konkurranse,idrett/sport konkurranse 
26,B1,s0185,kvinne,vietnamesisk,349,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
37,A2/B1,s0186,kvinne,engelsk,451,train,Språkprøven,Bomiljø,bolig 
29,B1,s0187,kvinne,engelsk,366,train,Språkprøven,Bomiljø,bolig 
22,B1,s0188,kvinne,engelsk,244,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
19,B1,s0189,kvinne,engelsk,239,train,Språkprøven,Bomiljø,bolig 
33,A2/B1,s0190,kvinne,engelsk,327,train,Språkprøven,Bomiljø,bolig 
19,B1,s0191,kvinne,engelsk,250,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
31,B1,s0192,kvinne,engelsk,235,train,Språkprøven,Bomiljø,bolig 
30,B1,s0193,kvinne,engelsk,277,train,Språkprøven,Konkurranse,idrett/sport konkurranse 
43,A2/B1,s0194,mann,engelsk,456,train,Språkprøven,Bomiljø,bolig 
34,N/A,s0196,kvinne,nederlandsk,268,N/A,Språkprøven,Viktige verdier i livet,verdier 
45,N/A,s0197,kvinne,nederlandsk,373,N/A,Språkprøven,Viktige verdier i livet,verdier 
19,N/A,s0198,mann,albansk,207,N/A,Språkprøven,Framtida,tid 
33,N/A,s0199,mann,albansk,214,N/A,Språkprøven,Framtida,tid 
35,N/A,s0200,mann,albansk,180,N/A,Språkprøven,Nyheter,media 
33,N/A,s0201,kvinne,albansk,360,N/A,Språkprøven,Framtida,tid 
20,N/A,s0202,kvinne,albansk,270,N/A,Språkprøven,Framtida,tid 
40,N/A,s0203,mann,albansk,113,N/A,Språkprøven,Nyheter,media 
21,N/A,s0204,mann,albansk,178,N/A,Språkprøven,Framtida,tid 
17,N/A,s0205,kvinne,albansk,130,N/A,Språkprøven,Å treffe andre mennesker,folk møte 
21,N/A,s0206,mann,albansk,215,N/A,Språkprøven,Framtida,tid 
37,N/A,s0207,mann,albansk,227,N/A,Språkprøven,Framtida,tid 
34,N/A,s0208,kvinne,albansk,212,N/A,Språkprøven,Framtida,tid 
24,N/A,s0209,mann,albansk,268,N/A,Språkprøven,Framtida,tid 
32,N/A,s0210,mann,albansk,176,N/A,Språkprøven,Å treffe andre mennesker,folk møte 
30,N/A,s0211,kvinne,albansk,242,N/A,Språkprøven,Å treffe andre mennesker,folk møte 
25,N/A,s0212,mann,albansk,284,N/A,Språkprøven,Framtida,tid 
39,N/A,s0213,mann,albansk,321,N/A,Språkprøven,Å treffe andre mennesker,folk møte 
32,B1,s0218,kvinne,engelsk,218,train,Språkprøven,Vennskap,folk relasjoner vennskap 
26,B1,s0219,kvinne,engelsk,392,train,Språkprøven,Møte med norsk kultur,kultur norge 
36,N/A,s0220,kvinne,albansk,202,N/A,Språkprøven,Alkohol og alkoholvaner,rus 
20,N/A,s0221,kvinne,albansk,209,N/A,Språkprøven,Vennskap,folk relasjoner vennskap 
29,B1,s0222,kvinne,engelsk,269,train,Språkprøven,Møte med norsk kultur,kultur norge 
22,N/A,s0223,kvinne,albansk,256,N/A,Språkprøven,Møte med norsk kultur,kultur norge 
22,N/A,s0224,kvinne,albansk,303,N/A,Språkprøven,Vennskap,folk relasjoner vennskap 
27,B1,s0225,kvinne,engelsk,196,train,Språkprøven,Møte med norsk kultur,kultur norge 
26,N/A,s0226,mann,albansk,399,N/A,Språkprøven,Møte med norsk kultur,kultur norge 
21,N/A,s0227,kvinne,albansk,354,N/A,Språkprøven,Møte med norsk kultur,kultur norge 
24,B1,s0228,mann,engelsk,322,train,Språkprøven,Møte med norsk kultur,kultur norge 
29,N/A,s0229,mann,albansk,305,N/A,Språkprøven,Vennskap,folk relasjoner vennskap 
-1,B1,s0230,kvinne,engelsk,239,train,Språkprøven,Møte med norsk kultur,kultur norge 
39,B1,s0231,mann,engelsk,314,train,Språkprøven,Møte med norsk kultur,kultur norge 
42,N/A,s0232,kvinne,albansk,278,N/A,Språkprøven,Viktige verdier i livet,verdier 
33,N/A,s0233,kvinne,albansk,302,N/A,Språkprøven,En hyggelig opplevelse,opplevelse 
33,N/A,s0234,mann,albansk,212,N/A,Språkprøven,En hyggelig opplevelse,opplevelse 
32,N/A,s0235,kvinne,albansk,285,N/A,Språkprøven,En hyggelig opplevelse,opplevelse 
46,N/A,s0236,kvinne,albansk,183,N/A,Språkprøven,Viktige verdier i livet,verdier 
